[1] ADD,umhaEY4lil,91628.00 
[4885] QUOTE,w69hSQMdyy,PFE 
[4886] SELL,ojovZ9YLZM,DIS,54.77 
[4887] QUOTE,w69hSQMdyy,LXU 
[4888] QUOTE,BqhMWgFe1n,ALK 
[4889] SET_BUY_TRIGGER,w69hSQMdyy,RRC,380.68 
[4890] CANCEL_SELL,umhaEY4lil 
[4891] COMMIT_BUY,LwNQpkd8mr 
[4892] QUOTE,jzi5Fg2GGS,PFE 
[4893] BUY,BqhMWgFe1n,NRT,171.76 
[4894] BUY,kul4JJSoHc,TD,368.87 
[4895] SET_SELL_TRIGGER,LwNQpkd8mr,TD,190.15 
[4896] SET_BUY_AMOUNT,ojovZ9YLZM,BTO,746.40 
[4897] QUOTE,LwNQpkd8mr,TRP 
[4898] COMMIT_BUY,BqhMWgFe1n 
[4899] BUY,sYJRWa0Mih,BMO,675.17 
[4900] SELL,ojovZ9YLZM,SU,421.24 
[4901] BUY,jzi5Fg2GGS,GME,97.43 
[4902] DISPLAY_SUMMARY,w69hSQMdyy 
[4903] CANCEL_SELL,LwNQpkd8mr 
[4904] DISPLAY_SUMMARY,w69hSQMdyy 
[4905] QUOTE,umhaEY4lil,ENB 
[4906] CANCEL_SET_BUY,BqhMWgFe1n,MVO 
[4907] SELL,BqhMWgFe1n,CLF,258.82 
[4908] COMMIT_SELL,ojovZ9YLZM 
[4909] COMMIT_BUY,sYJRWa0Mih 
[4910] SELL,ojovZ9YLZM,AAL,142.42 
[4911] CANCEL_SET_SELL,sYJRWa0Mih,AMD 
[4912] COMMIT_BUY,umhaEY4lil 
[4913] COMMIT_BUY,kul4JJSoHc 
[4914] CANCEL_BUY,jzi5Fg2GGS 
[4915] QUOTE,BqhMWgFe1n,GME 
[4916] QUOTE,umhaEY4lil,SLI 
[4917] CANCEL_SELL,LwNQpkd8mr 
[4918] SET_BUY_TRIGGER,LwNQpkd8mr,BTU,29.68 
[4919] DISPLAY_SUMMARY,sYJRWa0Mih 
[4920] SELL,LwNQpkd8mr,DDS,143.40 
[4921] COMMIT_BUY,xFrzsBbeiS 
[4922] COMMIT_SELL,LwNQpkd8mr 
[4923] QUOTE,LwNQpkd8mr,INO 
[4924] SELL,jzi5Fg2GGS,BTU,118.02 
[4925] COMMIT_SELL,CqOb5G0hB4 
[4926] SELL,ojovZ9YLZM,PDS,705.12 
[4927] QUOTE,BqhMWgFe1n,DVN 
[4928] QUOTE,LwNQpkd8mr,AMR 
[4929] CANCEL_SELL,sYJRWa0Mih 
[4930] CANCEL_SET_SELL,CqOb5G0hB4,AC 
[4931] COMMIT_SELL,ojovZ9YLZM 
[4932] COMMIT_BUY,jzi5Fg2GGS 
[4933] BUY,BqhMWgFe1n,CNR,167.68 
[4934] CANCEL_SET_BUY,xFrzsBbeiS,CLF 
[4935] COMMIT_BUY,BqhMWgFe1n 
[4936] QUOTE,kul4JJSoHc,AR 
[4937] CANCEL_SET_SELL,sYJRWa0Mih,BTU 
[4938] SELL,ojovZ9YLZM,OXY,313.05 
[4939] CANCEL_SELL,LwNQpkd8mr 
[4940] DISPLAY_SUMMARY,kul4JJSoHc 
[4941] SET_BUY_TRIGGER,w69hSQMdyy,DDS,116.65 
[4942] BUY,umhaEY4lil,FPH,476.66 
[4943] SET_SELL_AMOUNT,jzi5Fg2GGS,AMD,483.94 
[4944] COMMIT_BUY,umhaEY4lil 
[4945] ADD,umhaEY4lil,103994.90 
[4946] ADD,kul4JJSoHc,64390.62 
[4947] QUOTE,ojovZ9YLZM,QQQ 
[4948] QUOTE,LwNQpkd8mr,AC 
[4949] COMMIT_BUY,sYJRWa0Mih 
[4950] COMMIT_BUY,xFrzsBbeiS 
[4951] BUY,w69hSQMdyy,PFE,617.85 
[4952] SET_SELL_TRIGGER,jzi5Fg2GGS,AMD,89.77 
[4953] COMMIT_BUY,xFrzsBbeiS 
[4954] DISPLAY_SUMMARY,sYJRWa0Mih 
[4955] DISPLAY_SUMMARY,xFrzsBbeiS 
[4956] BUY,LwNQpkd8mr,TD,465.19 
[4957] SET_BUY_TRIGGER,jzi5Fg2GGS,INO,121.36 
[4958] COMMIT_BUY,w69hSQMdyy 
[4959] BUY,sYJRWa0Mih,XOM,619.18 
[4960] BUY,sYJRWa0Mih,AR,521.27 
[4961] COMMIT_BUY,LwNQpkd8mr 
[4962] BUY,umhaEY4lil,LAC,221.98 
[4963] CANCEL_SET_SELL,w69hSQMdyy,DVN 
[4964] SET_SELL_TRIGGER,sYJRWa0Mih,CNQ,93.37 
[4965] SET_SELL_AMOUNT,jzi5Fg2GGS,SLI,35.32 
[4966] SET_BUY_AMOUNT,xFrzsBbeiS,CPG,326.62 
[4967] CANCEL_SELL,sYJRWa0Mih 
[4968] COMMIT_SELL,LwNQpkd8mr 
[4969] CANCEL_SET_BUY,xFrzsBbeiS,TD 
[4970] BUY,kul4JJSoHc,AC,322.22 
[4971] SET_BUY_TRIGGER,CqOb5G0hB4,NRT,51.94 
[4972] QUOTE,ojovZ9YLZM,BNS 
[4973] SELL,LwNQpkd8mr,OXY,133.98 
[4974] CANCEL_SET_SELL,w69hSQMdyy,CNR 
[4975] CANCEL_BUY,umhaEY4lil 
[4976] COMMIT_SELL,BqhMWgFe1n 
[4977] DISPLAY_SUMMARY,ojovZ9YLZM 
[4978] COMMIT_SELL,umhaEY4lil 
[4979] DISPLAY_SUMMARY,kul4JJSoHc 
[4980] SET_SELL_TRIGGER,kul4JJSoHc,HBB,176.48 
[4981] BUY,w69hSQMdyy,MVO,242.24 
[4982] DISPLAY_SUMMARY,sYJRWa0Mih 
[4983] ADD,kul4JJSoHc,103570.58 
[4984] BUY,xFrzsBbeiS,HPK,548.20 
[4985] BUY,umhaEY4lil,CNQ,134.80 
[4986] SET_SELL_TRIGGER,jzi5Fg2GGS,SLI,21.78 
[4987] SET_BUY_TRIGGER,xFrzsBbeiS,LXU,173.60 
[4988] CANCEL_SET_BUY,w69hSQMdyy,CNQ 
[4989] QUOTE,jzi5Fg2GGS,AMD 
[4990] SET_SELL_AMOUNT,ojovZ9YLZM,AAT,564.53 
[4991] BUY,CqOb5G0hB4,SU,363.01 
[4992] COMMIT_BUY,umhaEY4lil 
[4993] CANCEL_SELL,umhaEY4lil 
[4994] SELL,umhaEY4lil,AMD,174.14 
[4995] COMMIT_SELL,LwNQpkd8mr 
[4996] SET_BUY_AMOUNT,LwNQpkd8mr,BTO,365.67 
[4997] ADD,w69hSQMdyy,67606.30 
[4998] QUOTE,w69hSQMdyy,AAT 
[4999] SELL,xFrzsBbeiS,RRC,65.58 
[5000] SET_BUY_AMOUNT,xFrzsBbeiS,BTO,306.63 
[5001] BUY,w69hSQMdyy,AME,210.24 
[5002] SET_BUY_TRIGGER,LwNQpkd8mr,HCC,67.18 
[5003] QUOTE,CqOb5G0hB4,BNS 
[5004] QUOTE,jzi5Fg2GGS,CLF 
[5005] QUOTE,jzi5Fg2GGS,LXU 
[5006] DISPLAY_SUMMARY,LwNQpkd8mr 
[5007] QUOTE,CqOb5G0hB4,BNS 
[5008] SET_BUY_TRIGGER,LwNQpkd8mr,ENB,29.91 
[5009] BUY,ojovZ9YLZM,OXY,605.33 
[5010] QUOTE,kul4JJSoHc,RRC 
[5011] SET_BUY_TRIGGER,xFrzsBbeiS,DVN,270.15 
[5012] COMMIT_SELL,sYJRWa0Mih 
[5013] ADD,LwNQpkd8mr,59450.78 
[5014] BUY,CqOb5G0hB4,RY,425.88 
[5015] COMMIT_BUY,CqOb5G0hB4 
[5016] COMMIT_BUY,w69hSQMdyy 
[5017] COMMIT_SELL,BqhMWgFe1n 
[5018] SELL,jzi5Fg2GGS,HCC,356.14 
[5019] COMMIT_BUY,kul4JJSoHc 
[5020] CANCEL_SELL,jzi5Fg2GGS 
[5021] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5022] BUY,w69hSQMdyy,DDS,401.36 
[5023] SET_BUY_AMOUNT,BqhMWgFe1n,DIS,712.71 
[5024] QUOTE,LwNQpkd8mr,LAC 
[5025] SET_SELL_AMOUNT,umhaEY4lil,CLF,668.60 
[5026] SET_SELL_TRIGGER,umhaEY4lil,CLF,533.99 
[5027] BUY,LwNQpkd8mr,VET,308.86 
[5028] COMMIT_SELL,w69hSQMdyy 
[5029] ADD,ojovZ9YLZM,78452.16 
[5030] CANCEL_SET_SELL,umhaEY4lil,BNS 
[5031] QUOTE,xFrzsBbeiS,MVO 
[5032] COMMIT_SELL,LwNQpkd8mr 
[5033] CANCEL_SET_BUY,jzi5Fg2GGS,RY 
[5034] SELL,jzi5Fg2GGS,SLI,341.87 
[5035] CANCEL_SET_BUY,BqhMWgFe1n,CVE 
[5036] SELL,umhaEY4lil,XOM,632.63 
[5037] ADD,CqOb5G0hB4,69245.55 
[5038] SELL,BqhMWgFe1n,AMR,638.96 
[5039] BUY,xFrzsBbeiS,AME,359.61 
[5040] SELL,xFrzsBbeiS,NIO,703.55 
[5041] BUY,ojovZ9YLZM,RY,402.73 
[5042] CANCEL_BUY,umhaEY4lil 
[5043] COMMIT_BUY,xFrzsBbeiS 
[5044] CANCEL_SELL,w69hSQMdyy 
[5045] SET_BUY_TRIGGER,CqOb5G0hB4,CPG,109.82 
[5046] BUY,CqOb5G0hB4,DDS,282.28 
[5047] CANCEL_BUY,CqOb5G0hB4 
[5048] COMMIT_SELL,BqhMWgFe1n 
[5049] DISPLAY_SUMMARY,umhaEY4lil 
[5050] DISPLAY_SUMMARY,kul4JJSoHc 
[5051] ADD,BqhMWgFe1n,87453.89 
[5052] DISPLAY_SUMMARY,sYJRWa0Mih 
[5053] DISPLAY_SUMMARY,umhaEY4lil 
[5054] CANCEL_SET_SELL,xFrzsBbeiS,DDS 
[5055] DISPLAY_SUMMARY,LwNQpkd8mr 
[5056] COMMIT_SELL,jzi5Fg2GGS 
[5057] COMMIT_BUY,LwNQpkd8mr 
[5058] CANCEL_SET_BUY,xFrzsBbeiS,MVO 
[5059] CANCEL_SET_BUY,ojovZ9YLZM,VET 
[5060] BUY,BqhMWgFe1n,HCC,525.86 
[5061] CANCEL_SET_SELL,LwNQpkd8mr,AMD 
[5062] DISPLAY_SUMMARY,LwNQpkd8mr 
[5063] CANCEL_SET_SELL,CqOb5G0hB4,SLI 
[5064] QUOTE,umhaEY4lil,BTO 
[5065] SET_BUY_AMOUNT,kul4JJSoHc,PDS,239.18 
[5066] CANCEL_SET_BUY,kul4JJSoHc,AME 
[5067] BUY,BqhMWgFe1n,CPG,461.07 
[5068] CANCEL_BUY,BqhMWgFe1n 
[5069] SET_SELL_TRIGGER,CqOb5G0hB4,PDS,24.40 
[5070] SET_SELL_TRIGGER,jzi5Fg2GGS,AMR,182.55 
[5071] DISPLAY_SUMMARY,CqOb5G0hB4 
[5072] COMMIT_SELL,sYJRWa0Mih 
[5073] SET_SELL_AMOUNT,LwNQpkd8mr,NIO,600.88 
[5074] SET_SELL_TRIGGER,LwNQpkd8mr,NIO,101.37 
[5075] CANCEL_BUY,sYJRWa0Mih 
[5076] CANCEL_SELL,xFrzsBbeiS 
[5077] CANCEL_SET_BUY,BqhMWgFe1n,TD 
[5078] DISPLAY_SUMMARY,sYJRWa0Mih 
[5079] ADD,ojovZ9YLZM,79882.13 
[5080] COMMIT_SELL,umhaEY4lil 
[5081] CANCEL_SET_SELL,CqOb5G0hB4,TRP 
[5082] COMMIT_BUY,w69hSQMdyy 
[5083] CANCEL_SET_SELL,LwNQpkd8mr,HBB 
[5084] CANCEL_BUY,sYJRWa0Mih 
[5085] QUOTE,jzi5Fg2GGS,ENB 
[5086] BUY,kul4JJSoHc,INO,465.44 
[5087] SELL,LwNQpkd8mr,DIS,89.17 
[5088] QUOTE,BqhMWgFe1n,LAC 
[5089] COMMIT_SELL,LwNQpkd8mr 
[5090] SELL,CqOb5G0hB4,AC,610.74 
[5091] BUY,BqhMWgFe1n,LAC,713.70 
[5092] BUY,sYJRWa0Mih,MVO,357.54 
[5093] QUOTE,LwNQpkd8mr,CNQ 
[5094] CANCEL_BUY,umhaEY4lil 
[5095] COMMIT_SELL,sYJRWa0Mih 
[5096] QUOTE,kul4JJSoHc,BRD 
[5097] CANCEL_SELL,kul4JJSoHc 
[5098] BUY,w69hSQMdyy,LAC,392.62 
[5099] DISPLAY_SUMMARY,LwNQpkd8mr 
[5100] CANCEL_SELL,CqOb5G0hB4 
[5101] CANCEL_BUY,CqOb5G0hB4 
[5102] BUY,ojovZ9YLZM,DVN,226.79 
[5103] CANCEL_SELL,LwNQpkd8mr 
[5104] COMMIT_BUY,BqhMWgFe1n 
[5105] COMMIT_BUY,kul4JJSoHc 
[5106] COMMIT_BUY,xFrzsBbeiS 
[5107] SET_SELL_TRIGGER,LwNQpkd8mr,AMD,139.92 
[5108] DISPLAY_SUMMARY,kul4JJSoHc 
[5109] COMMIT_BUY,ojovZ9YLZM 
[5110] SELL,LwNQpkd8mr,SLI,632.10 
[5111] COMMIT_BUY,kul4JJSoHc 
[5112] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5113] CANCEL_SELL,umhaEY4lil 
[5114] CANCEL_BUY,sYJRWa0Mih 
[5115] QUOTE,w69hSQMdyy,AR 
[5116] CANCEL_BUY,CqOb5G0hB4 
[5117] CANCEL_BUY,umhaEY4lil 
[5118] SELL,w69hSQMdyy,AMR,716.27 
[5119] DISPLAY_SUMMARY,BqhMWgFe1n 
[5120] SELL,ojovZ9YLZM,DIS,655.40 
[5121] COMMIT_SELL,ojovZ9YLZM 
[5122] DISPLAY_SUMMARY,ojovZ9YLZM 
[5123] SET_SELL_TRIGGER,ojovZ9YLZM,AAT,225.62 
[5124] ADD,ojovZ9YLZM,46748.67 
[5125] CANCEL_BUY,umhaEY4lil 
[5126] COMMIT_BUY,jzi5Fg2GGS 
[5127] SET_SELL_TRIGGER,CqOb5G0hB4,AR,87.83 
[5128] SELL,ojovZ9YLZM,BMO,311.33 
[5129] SET_SELL_AMOUNT,jzi5Fg2GGS,NRT,259.72 
[5130] COMMIT_SELL,LwNQpkd8mr 
[5131] CANCEL_SET_BUY,umhaEY4lil,AAL 
[5132] CANCEL_SET_BUY,LwNQpkd8mr,FPH 
[5133] DISPLAY_SUMMARY,BqhMWgFe1n 
[5134] SET_SELL_AMOUNT,CqOb5G0hB4,CLF,10.27 
[5135] COMMIT_SELL,BqhMWgFe1n 
[5136] SET_BUY_AMOUNT,w69hSQMdyy,LAC,487.62 
[5137] SET_BUY_AMOUNT,LwNQpkd8mr,NRT,237.66 
[5138] CANCEL_SET_SELL,CqOb5G0hB4,CLF 
[5139] COMMIT_BUY,kul4JJSoHc 
[5140] CANCEL_BUY,CqOb5G0hB4 
[5141] SET_BUY_TRIGGER,w69hSQMdyy,AMR,346.84 
[5142] SET_SELL_TRIGGER,jzi5Fg2GGS,NRT,225.90 
[5143] BUY,sYJRWa0Mih,BMO,149.34 
[5144] COMMIT_BUY,CqOb5G0hB4 
[5145] CANCEL_SET_BUY,w69hSQMdyy,DVN 
[5146] SET_SELL_AMOUNT,w69hSQMdyy,PFE,217.47 
[5147] COMMIT_BUY,sYJRWa0Mih 
[5148] SET_SELL_TRIGGER,umhaEY4lil,CLF,173.64 
[5149] SELL,BqhMWgFe1n,DDS,660.61 
[5150] COMMIT_BUY,kul4JJSoHc 
[5151] SELL,umhaEY4lil,DIS,618.03 
[5152] ADD,xFrzsBbeiS,24563.23 
[5153] ADD,jzi5Fg2GGS,78108.67 
[5154] CANCEL_SELL,xFrzsBbeiS 
[5155] QUOTE,jzi5Fg2GGS,AMR 
[5156] COMMIT_SELL,BqhMWgFe1n 
[5157] CANCEL_SELL,CqOb5G0hB4 
[5158] BUY,jzi5Fg2GGS,CLF,342.75 
[5159] QUOTE,CqOb5G0hB4,HPK 
[5160] CANCEL_BUY,kul4JJSoHc 
[5161] SET_SELL_TRIGGER,w69hSQMdyy,PFE,146.78 
[5162] QUOTE,sYJRWa0Mih,ENB 
[5163] CANCEL_BUY,jzi5Fg2GGS 
[5164] SET_SELL_TRIGGER,xFrzsBbeiS,IPI,96.82 
[5165] COMMIT_SELL,kul4JJSoHc 
[5166] SET_BUY_TRIGGER,w69hSQMdyy,NIO,88.51 
[5167] COMMIT_BUY,xFrzsBbeiS 
[5168] ADD,CqOb5G0hB4,54865.02 
[5169] SELL,xFrzsBbeiS,CVE,706.32 
[5170] SET_BUY_TRIGGER,LwNQpkd8mr,DDS,197.44 
[5171] COMMIT_SELL,umhaEY4lil 
[5172] BUY,sYJRWa0Mih,AME,53.36 
[5173] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5174] DISPLAY_SUMMARY,LwNQpkd8mr 
[5175] QUOTE,kul4JJSoHc,RY 
[5176] SET_SELL_AMOUNT,umhaEY4lil,HCC,146.45 
[5177] BUY,CqOb5G0hB4,AAT,727.57 
[5178] COMMIT_BUY,sYJRWa0Mih 
[5179] BUY,sYJRWa0Mih,AR,259.91 
[5180] COMMIT_SELL,xFrzsBbeiS 
[5181] SELL,jzi5Fg2GGS,XOM,434.31 
[5182] CANCEL_SELL,xFrzsBbeiS 
[5183] ADD,LwNQpkd8mr,83620.71 
[5184] SET_SELL_TRIGGER,umhaEY4lil,HCC,14.94 
[5185] BUY,kul4JJSoHc,ALK,569.00 
[5186] CANCEL_SET_BUY,umhaEY4lil,BNS 
[5187] BUY,LwNQpkd8mr,PFE,598.00 
[5188] BUY,umhaEY4lil,LAC,446.74 
[5189] BUY,BqhMWgFe1n,TD,245.17 
[5190] COMMIT_BUY,kul4JJSoHc 
[5191] SET_SELL_TRIGGER,CqOb5G0hB4,TRP,187.66 
[5192] CANCEL_SELL,BqhMWgFe1n 
[5193] SET_SELL_AMOUNT,BqhMWgFe1n,AMR,32.02 
[5194] BUY,xFrzsBbeiS,OXY,690.51 
[5195] CANCEL_BUY,umhaEY4lil 
[5196] COMMIT_SELL,jzi5Fg2GGS 
[5197] COMMIT_BUY,xFrzsBbeiS 
[5198] QUOTE,jzi5Fg2GGS,HCC 
[5199] DISPLAY_SUMMARY,w69hSQMdyy 
[5200] BUY,jzi5Fg2GGS,HBB,434.29 
[5201] SET_BUY_TRIGGER,LwNQpkd8mr,UAN,35.97 
[5202] DISPLAY_SUMMARY,CqOb5G0hB4 
[5203] CANCEL_BUY,umhaEY4lil 
[5204] CANCEL_SET_SELL,jzi5Fg2GGS,CLF 
[5205] COMMIT_SELL,ojovZ9YLZM 
[5206] SET_SELL_TRIGGER,BqhMWgFe1n,AMR,15.14 
[5207] ADD,BqhMWgFe1n,93734.55 
[5208] DISPLAY_SUMMARY,xFrzsBbeiS 
[5209] SELL,sYJRWa0Mih,XOM,210.41 
[5210] CANCEL_SELL,ojovZ9YLZM 
[5211] DISPLAY_SUMMARY,CqOb5G0hB4 
[5212] COMMIT_SELL,jzi5Fg2GGS 
[5213] COMMIT_SELL,sYJRWa0Mih 
[5214] BUY,xFrzsBbeiS,RY,94.60 
[5215] CANCEL_SELL,kul4JJSoHc 
[5216] DISPLAY_SUMMARY,CqOb5G0hB4 
[5217] CANCEL_BUY,xFrzsBbeiS 
[5218] BUY,BqhMWgFe1n,AR,254.88 
[5219] CANCEL_SET_BUY,CqOb5G0hB4,HPK 
[5220] ADD,jzi5Fg2GGS,55313.68 
[5221] SET_SELL_TRIGGER,CqOb5G0hB4,AC,83.33 
[5222] SET_SELL_AMOUNT,w69hSQMdyy,ENB,642.01 
[5223] ADD,kul4JJSoHc,85118.53 
[5224] BUY,ojovZ9YLZM,NRT,559.45 
[5225] COMMIT_SELL,umhaEY4lil 
[5226] SELL,jzi5Fg2GGS,PDS,706.55 
[5227] CANCEL_SELL,LwNQpkd8mr 
[5228] CANCEL_SET_BUY,sYJRWa0Mih,GME 
[5229] COMMIT_SELL,xFrzsBbeiS 
[5230] SELL,CqOb5G0hB4,AMD,10.66 
[5231] COMMIT_SELL,kul4JJSoHc 
[5232] DISPLAY_SUMMARY,kul4JJSoHc 
[5233] ADD,sYJRWa0Mih,72377.37 
[5234] BUY,umhaEY4lil,AME,534.03 
[5235] CANCEL_SET_SELL,LwNQpkd8mr,HCC 
[5236] CANCEL_SET_SELL,sYJRWa0Mih,AAT 
[5237] ADD,LwNQpkd8mr,61196.09 
[5238] CANCEL_SELL,sYJRWa0Mih 
[5239] COMMIT_SELL,CqOb5G0hB4 
[5240] COMMIT_BUY,xFrzsBbeiS 
[5241] SET_BUY_TRIGGER,CqOb5G0hB4,HPK,68.39 
[5242] CANCEL_SELL,CqOb5G0hB4 
[5243] QUOTE,LwNQpkd8mr,MVO 
[5244] COMMIT_BUY,umhaEY4lil 
[5245] SET_BUY_TRIGGER,CqOb5G0hB4,AMD,76.14 
[5246] CANCEL_SELL,jzi5Fg2GGS 
[5247] ADD,umhaEY4lil,93611.23 
[5248] CANCEL_BUY,jzi5Fg2GGS 
[5249] DISPLAY_SUMMARY,CqOb5G0hB4 
[5250] SELL,jzi5Fg2GGS,AAT,545.15 
[5251] ADD,xFrzsBbeiS,62250.26 
[5252] DISPLAY_SUMMARY,sYJRWa0Mih 
[5253] SET_SELL_TRIGGER,w69hSQMdyy,ENB,27.79 
[5254] SET_BUY_TRIGGER,sYJRWa0Mih,AR,171.97 
[5255] COMMIT_BUY,ojovZ9YLZM 
[5256] QUOTE,CqOb5G0hB4,ENB 
[5257] DISPLAY_SUMMARY,ojovZ9YLZM 
[5258] CANCEL_SELL,ojovZ9YLZM 
[5259] BUY,ojovZ9YLZM,LXU,130.30 
[5260] BUY,kul4JJSoHc,AR,247.55 
[5261] QUOTE,xFrzsBbeiS,AR 
[5262] BUY,xFrzsBbeiS,RY,699.02 
[5263] COMMIT_SELL,jzi5Fg2GGS 
[5264] SET_SELL_TRIGGER,xFrzsBbeiS,VET,113.27 
[5265] CANCEL_SET_SELL,w69hSQMdyy,DDS 
[5266] QUOTE,LwNQpkd8mr,MVO 
[5267] BUY,CqOb5G0hB4,AAL,313.99 
[5268] QUOTE,LwNQpkd8mr,CLF 
[5269] QUOTE,BqhMWgFe1n,QQQ 
[5270] CANCEL_BUY,ojovZ9YLZM 
[5271] QUOTE,umhaEY4lil,OXY 
[5272] SELL,w69hSQMdyy,BTO,654.69 
[5273] QUOTE,LwNQpkd8mr,AR 
[5274] ADD,LwNQpkd8mr,88417.00 
[5275] QUOTE,LwNQpkd8mr,CPG 
[5276] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5277] BUY,umhaEY4lil,OXY,185.18 
[5278] SELL,CqOb5G0hB4,OXY,319.43 
[5279] ADD,LwNQpkd8mr,93758.14 
[5280] COMMIT_SELL,w69hSQMdyy 
[5281] BUY,jzi5Fg2GGS,SU,252.33 
[5282] SELL,sYJRWa0Mih,OXY,669.35 
[5283] CANCEL_SELL,CqOb5G0hB4 
[5284] COMMIT_SELL,CqOb5G0hB4 
[5285] BUY,sYJRWa0Mih,NRT,445.72 
[5286] CANCEL_SET_SELL,w69hSQMdyy,SLI 
[5287] COMMIT_BUY,sYJRWa0Mih 
[5288] SELL,sYJRWa0Mih,CPG,268.92 
[5289] CANCEL_SET_SELL,w69hSQMdyy,XOM 
[5290] COMMIT_BUY,kul4JJSoHc 
[5291] SET_SELL_AMOUNT,umhaEY4lil,DIS,574.39 
[5292] BUY,jzi5Fg2GGS,HPK,562.88 
[5293] SET_SELL_TRIGGER,umhaEY4lil,DIS,124.85 
[5294] SELL,w69hSQMdyy,SU,585.02 
[5295] DISPLAY_SUMMARY,kul4JJSoHc 
[5296] CANCEL_BUY,sYJRWa0Mih 
[5297] CANCEL_BUY,kul4JJSoHc 
[5298] CANCEL_BUY,sYJRWa0Mih 
[5299] CANCEL_SET_SELL,CqOb5G0hB4,MVO 
[5300] CANCEL_SET_BUY,umhaEY4lil,SLI 
[5301] CANCEL_SET_BUY,w69hSQMdyy,SU 
[5302] CANCEL_BUY,CqOb5G0hB4 
[5303] CANCEL_BUY,sYJRWa0Mih 
[5304] CANCEL_BUY,CqOb5G0hB4 
[5305] BUY,jzi5Fg2GGS,CNR,307.31 
[5306] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5307] CANCEL_SELL,kul4JJSoHc 
[5308] BUY,sYJRWa0Mih,AC,68.02 
[5309] QUOTE,LwNQpkd8mr,CPG 
[5310] DISPLAY_SUMMARY,umhaEY4lil 
[5311] CANCEL_SET_SELL,ojovZ9YLZM,CNR 
[5312] COMMIT_SELL,w69hSQMdyy 
[5313] SET_SELL_AMOUNT,LwNQpkd8mr,DDS,6.02 
[5314] CANCEL_SELL,umhaEY4lil 
[5315] DISPLAY_SUMMARY,xFrzsBbeiS 
[5316] ADD,kul4JJSoHc,38665.74 
[5317] COMMIT_BUY,sYJRWa0Mih 
[5318] QUOTE,ojovZ9YLZM,ZIM 
[5319] SELL,sYJRWa0Mih,AAL,737.21 
[5320] SET_SELL_TRIGGER,LwNQpkd8mr,DDS,1.40 
[5321] QUOTE,kul4JJSoHc,HPK 
[5322] BUY,umhaEY4lil,QQQ,316.04 
[5323] QUOTE,BqhMWgFe1n,ZIM 
[5324] BUY,sYJRWa0Mih,HPK,692.77 
[5325] QUOTE,sYJRWa0Mih,QQQ 
[5326] BUY,CqOb5G0hB4,CNR,484.91 
[5327] COMMIT_BUY,xFrzsBbeiS 
[5328] CANCEL_BUY,xFrzsBbeiS 
[5329] COMMIT_BUY,LwNQpkd8mr 
[5330] BUY,ojovZ9YLZM,CPG,270.56 
[5331] BUY,kul4JJSoHc,VET,576.45 
[5332] CANCEL_BUY,CqOb5G0hB4 
[5333] CANCEL_SET_SELL,LwNQpkd8mr,AMD 
[5334] COMMIT_SELL,w69hSQMdyy 
[5335] COMMIT_BUY,w69hSQMdyy 
[5336] COMMIT_BUY,umhaEY4lil 
[5337] COMMIT_BUY,ojovZ9YLZM 
[5338] SELL,xFrzsBbeiS,CLF,35.60 
[5339] QUOTE,jzi5Fg2GGS,DVN 
[5340] CANCEL_BUY,CqOb5G0hB4 
[5341] CANCEL_BUY,ojovZ9YLZM 
[5342] CANCEL_BUY,xFrzsBbeiS 
[5343] CANCEL_SELL,CqOb5G0hB4 
[5344] BUY,BqhMWgFe1n,PDS,598.22 
[5345] BUY,CqOb5G0hB4,QQQ,251.02 
[5346] CANCEL_BUY,BqhMWgFe1n 
[5347] COMMIT_BUY,xFrzsBbeiS 
[5348] SET_BUY_AMOUNT,kul4JJSoHc,CVE,227.93 
[5349] SET_BUY_AMOUNT,umhaEY4lil,BTO,255.44 
[5350] CANCEL_SELL,LwNQpkd8mr 
[5351] SET_BUY_TRIGGER,umhaEY4lil,AAL,143.94 
[5352] DISPLAY_SUMMARY,CqOb5G0hB4 
[5353] ADD,BqhMWgFe1n,114243.18 
[5354] CANCEL_SET_BUY,kul4JJSoHc,AAT 
[5355] QUOTE,w69hSQMdyy,LAC 
[5356] ADD,LwNQpkd8mr,90341.87 
[5357] BUY,w69hSQMdyy,PFE,349.96 
[5358] QUOTE,sYJRWa0Mih,FPH 
[5359] QUOTE,sYJRWa0Mih,HPK 
[5360] BUY,LwNQpkd8mr,AAT,596.48 
[5361] DISPLAY_SUMMARY,CqOb5G0hB4 
[5362] COMMIT_BUY,w69hSQMdyy 
[5363] SET_BUY_AMOUNT,CqOb5G0hB4,XOM,160.20 
[5364] QUOTE,umhaEY4lil,IPI 
[5365] COMMIT_BUY,LwNQpkd8mr 
[5366] ADD,umhaEY4lil,85751.02 
[5367] SET_SELL_TRIGGER,kul4JJSoHc,INO,144.37 
[5368] SELL,ojovZ9YLZM,AAL,727.54 
[5369] SET_BUY_TRIGGER,CqOb5G0hB4,BNS,110.30 
[5370] QUOTE,umhaEY4lil,QQQ 
[5371] QUOTE,BqhMWgFe1n,LXU 
[5372] BUY,umhaEY4lil,BRD,231.74 
[5373] QUOTE,BqhMWgFe1n,DDS 
