[1] ADD,umhaEY4lil,91628.00 
[1003] ADD,xFrzsBbeiS,61032.62 
[1004] SET_SELL_AMOUNT,CqOb5G0hB4,RRC,484.79 
[1005] SET_SELL_TRIGGER,umhaEY4lil,CLF,169.49 
[1006] DISPLAY_SUMMARY,BqhMWgFe1n 
[1007] QUOTE,xFrzsBbeiS,ALK 
[1008] CANCEL_SELL,LwNQpkd8mr 
[1009] CANCEL_SET_SELL,LwNQpkd8mr,DVN 
[1010] BUY,w69hSQMdyy,AR,21.02 
[1011] DISPLAY_SUMMARY,kul4JJSoHc 
[1012] SET_SELL_TRIGGER,xFrzsBbeiS,BTU,59.16 
[1013] COMMIT_SELL,sYJRWa0Mih 
[1014] ADD,sYJRWa0Mih,70311.56 
[1015] CANCEL_SELL,BqhMWgFe1n 
[1016] SET_SELL_AMOUNT,LwNQpkd8mr,DVN,217.87 
[1017] SET_SELL_TRIGGER,LwNQpkd8mr,DVN,186.92 
[1018] COMMIT_BUY,umhaEY4lil 
[1019] QUOTE,umhaEY4lil,HBB 
[1020] CANCEL_SET_SELL,kul4JJSoHc,ENB 
[1021] QUOTE,sYJRWa0Mih,BMO 
[1022] ADD,jzi5Fg2GGS,76291.64 
[1023] SELL,umhaEY4lil,AAL,31.86 
[1024] SELL,kul4JJSoHc,ZIM,128.37 
[1025] SET_SELL_TRIGGER,CqOb5G0hB4,RRC,272.95 
[1026] BUY,jzi5Fg2GGS,TD,182.58 
[1027] BUY,sYJRWa0Mih,XOM,213.32 
[1028] BUY,LwNQpkd8mr,GME,166.50 
[1029] CANCEL_SELL,BqhMWgFe1n 
[1030] COMMIT_BUY,xFrzsBbeiS 
[1031] QUOTE,ojovZ9YLZM,AMD 
[1032] COMMIT_BUY,ojovZ9YLZM 
[1033] DISPLAY_SUMMARY,ojovZ9YLZM 
[1034] COMMIT_BUY,w69hSQMdyy 
[1035] CANCEL_SELL,BqhMWgFe1n 
[1036] COMMIT_BUY,LwNQpkd8mr 
[1037] SELL,xFrzsBbeiS,ZIM,244.55 
[1038] QUOTE,LwNQpkd8mr,TRP 
[1039] COMMIT_BUY,jzi5Fg2GGS 
[1040] BUY,jzi5Fg2GGS,BTU,84.50 
[1041] CANCEL_SET_SELL,jzi5Fg2GGS,ABB 
[1042] DISPLAY_SUMMARY,ojovZ9YLZM 
[1043] SET_SELL_TRIGGER,ojovZ9YLZM,TD,81.89 
[1044] SET_BUY_TRIGGER,w69hSQMdyy,HPK,93.86 
[1045] CANCEL_SELL,xFrzsBbeiS 
[1046] COMMIT_BUY,ojovZ9YLZM 
[1047] CANCEL_SELL,ojovZ9YLZM 
[1048] QUOTE,LwNQpkd8mr,XOM 
[1049] COMMIT_BUY,sYJRWa0Mih 
[1050] SELL,CqOb5G0hB4,ZIM,51.33 
[1051] SELL,w69hSQMdyy,CNR,375.70 
[1052] BUY,BqhMWgFe1n,OXY,536.49 
[1053] CANCEL_SET_SELL,sYJRWa0Mih,AME 
[1054] CANCEL_SELL,sYJRWa0Mih 
[1055] BUY,umhaEY4lil,DIS,402.06 
[1056] COMMIT_BUY,umhaEY4lil 
[1057] COMMIT_SELL,kul4JJSoHc 
[1058] ADD,kul4JJSoHc,87866.56 
[1059] COMMIT_SELL,w69hSQMdyy 
[1060] CANCEL_SET_SELL,BqhMWgFe1n,IPI 
[1061] CANCEL_BUY,BqhMWgFe1n 
[1062] BUY,LwNQpkd8mr,SU,181.18 
[1063] DISPLAY_SUMMARY,ojovZ9YLZM 
[1064] CANCEL_SET_SELL,sYJRWa0Mih,SLI 
[1065] QUOTE,xFrzsBbeiS,CLF 
[1066] SELL,BqhMWgFe1n,AAL,474.03 
[1067] BUY,jzi5Fg2GGS,AAL,530.78 
[1068] SET_SELL_TRIGGER,sYJRWa0Mih,AMD,198.30 
[1069] CANCEL_BUY,w69hSQMdyy 
[1070] COMMIT_BUY,jzi5Fg2GGS 
[1071] CANCEL_SET_SELL,sYJRWa0Mih,PDS 
[1072] COMMIT_SELL,CqOb5G0hB4 
[1073] BUY,ojovZ9YLZM,BTU,679.16 
[1074] QUOTE,sYJRWa0Mih,CNR 
[1075] BUY,xFrzsBbeiS,PDS,478.29 
[1076] COMMIT_SELL,BqhMWgFe1n 
[1077] COMMIT_BUY,LwNQpkd8mr 
[1078] ADD,sYJRWa0Mih,81568.21 
[1079] COMMIT_BUY,ojovZ9YLZM 
[1080] CANCEL_SET_BUY,umhaEY4lil,PDS 
[1081] SET_BUY_TRIGGER,ojovZ9YLZM,NIO,186.39 
[1082] DISPLAY_SUMMARY,LwNQpkd8mr 
[1083] CANCEL_BUY,xFrzsBbeiS 
[1084] SET_SELL_AMOUNT,xFrzsBbeiS,CLF,82.69 
[1085] BUY,ojovZ9YLZM,AR,207.53 
[1086] BUY,jzi5Fg2GGS,CNR,94.92 
[1087] SET_SELL_AMOUNT,BqhMWgFe1n,DIS,571.09 
[1088] CANCEL_BUY,umhaEY4lil 
[1089] DISPLAY_SUMMARY,BqhMWgFe1n 
[1090] COMMIT_BUY,ojovZ9YLZM 
[1091] SET_SELL_TRIGGER,xFrzsBbeiS,CLF,14.95 
[1092] CANCEL_SELL,LwNQpkd8mr 
[1093] SELL,umhaEY4lil,AAL,630.29 
[1094] COMMIT_BUY,LwNQpkd8mr 
[1095] CANCEL_SET_SELL,CqOb5G0hB4,SLI 
[1096] SELL,kul4JJSoHc,RRC,158.30 
[1097] DISPLAY_SUMMARY,w69hSQMdyy 
[1098] SELL,CqOb5G0hB4,DIS,132.81 
[1099] CANCEL_SET_BUY,LwNQpkd8mr,AR 
[1100] COMMIT_SELL,kul4JJSoHc 
[1101] SELL,kul4JJSoHc,DIS,169.07 
[1102] SELL,jzi5Fg2GGS,NIO,370.30 
[1103] CANCEL_SET_SELL,LwNQpkd8mr,OXY 
[1104] CANCEL_SELL,CqOb5G0hB4 
[1105] DISPLAY_SUMMARY,BqhMWgFe1n 
[1106] ADD,ojovZ9YLZM,30336.67 
[1107] COMMIT_SELL,jzi5Fg2GGS 
[1108] SELL,BqhMWgFe1n,RRC,605.98 
[1109] COMMIT_SELL,jzi5Fg2GGS 
[1110] DISPLAY_SUMMARY,CqOb5G0hB4 
[1111] CANCEL_SET_SELL,LwNQpkd8mr,DDS 
[1112] CANCEL_BUY,jzi5Fg2GGS 
[1113] COMMIT_SELL,umhaEY4lil 
[1114] SET_SELL_AMOUNT,BqhMWgFe1n,AAL,323.26 
[1115] BUY,ojovZ9YLZM,BTO,195.88 
[1116] CANCEL_SELL,jzi5Fg2GGS 
[1117] SELL,LwNQpkd8mr,AAL,155.29 
[1118] ADD,umhaEY4lil,74281.45 
[1119] COMMIT_BUY,ojovZ9YLZM 
[1120] QUOTE,w69hSQMdyy,ABB 
[1121] CANCEL_BUY,ojovZ9YLZM 
[1122] CANCEL_SET_SELL,CqOb5G0hB4,RY 
[1123] QUOTE,sYJRWa0Mih,ALK 
[1124] COMMIT_SELL,kul4JJSoHc 
[1125] SET_BUY_AMOUNT,LwNQpkd8mr,SLI,659.62 
[1126] CANCEL_SET_BUY,jzi5Fg2GGS,INO 
[1127] COMMIT_SELL,xFrzsBbeiS 
[1128] QUOTE,sYJRWa0Mih,AMD 
[1129] BUY,umhaEY4lil,IPI,397.16 
[1130] ADD,kul4JJSoHc,82391.39 
[1131] SET_SELL_TRIGGER,BqhMWgFe1n,AAL,219.73 
[1132] COMMIT_BUY,sYJRWa0Mih 
[1133] QUOTE,sYJRWa0Mih,CVE 
[1134] SET_BUY_AMOUNT,sYJRWa0Mih,ZIM,560.35 
[1135] ADD,BqhMWgFe1n,69878.16 
[1136] COMMIT_BUY,umhaEY4lil 
[1137] SET_BUY_TRIGGER,LwNQpkd8mr,CNQ,233.06 
[1138] SELL,LwNQpkd8mr,AMR,232.55 
[1139] SET_BUY_TRIGGER,BqhMWgFe1n,PFE,195.73 
[1140] SELL,ojovZ9YLZM,AMR,605.52 
[1141] CANCEL_SELL,LwNQpkd8mr 
[1142] SELL,CqOb5G0hB4,RRC,737.75 
[1143] SELL,sYJRWa0Mih,AMR,127.95 
[1144] ADD,BqhMWgFe1n,82876.57 
[1145] QUOTE,BqhMWgFe1n,PDS 
[1146] ADD,w69hSQMdyy,81621.82 
[1147] BUY,w69hSQMdyy,BTU,374.92 
[1148] BUY,jzi5Fg2GGS,ZIM,142.76 
[1149] CANCEL_BUY,BqhMWgFe1n 
[1150] QUOTE,CqOb5G0hB4,LAC 
[1151] CANCEL_SET_SELL,CqOb5G0hB4,BTU 
[1152] SET_BUY_TRIGGER,BqhMWgFe1n,BTO,47.84 
[1153] CANCEL_SELL,jzi5Fg2GGS 
[1154] COMMIT_BUY,w69hSQMdyy 
[1155] QUOTE,kul4JJSoHc,CPG 
[1156] SET_BUY_AMOUNT,w69hSQMdyy,AMD,324.74 
[1157] SET_BUY_TRIGGER,w69hSQMdyy,BTU,21.77 
[1158] CANCEL_SELL,sYJRWa0Mih 
[1159] DISPLAY_SUMMARY,xFrzsBbeiS 
[1160] CANCEL_SELL,jzi5Fg2GGS 
[1161] SELL,jzi5Fg2GGS,NRT,516.73 
[1162] QUOTE,xFrzsBbeiS,LAC 
[1163] CANCEL_SET_BUY,umhaEY4lil,CPG 
[1164] COMMIT_SELL,jzi5Fg2GGS 
[1165] QUOTE,xFrzsBbeiS,DVN 
[1166] BUY,sYJRWa0Mih,BNS,385.12 
[1167] BUY,LwNQpkd8mr,HPK,558.68 
[1168] COMMIT_SELL,jzi5Fg2GGS 
[1169] CANCEL_SELL,BqhMWgFe1n 
[1170] CANCEL_SELL,ojovZ9YLZM 
[1171] CANCEL_SELL,kul4JJSoHc 
[1172] COMMIT_BUY,LwNQpkd8mr 
[1173] QUOTE,kul4JJSoHc,PDS 
[1174] ADD,w69hSQMdyy,89589.18 
[1175] SET_SELL_TRIGGER,umhaEY4lil,QQQ,15.91 
[1176] BUY,CqOb5G0hB4,HCC,720.96 
[1177] QUOTE,BqhMWgFe1n,CPG 
[1178] CANCEL_SELL,sYJRWa0Mih 
[1179] DISPLAY_SUMMARY,LwNQpkd8mr 
[1180] BUY,ojovZ9YLZM,MVO,110.10 
[1181] CANCEL_SET_BUY,LwNQpkd8mr,BTO 
[1182] COMMIT_BUY,ojovZ9YLZM 
[1183] ADD,sYJRWa0Mih,88472.54 
[1184] COMMIT_SELL,umhaEY4lil 
[1185] COMMIT_BUY,CqOb5G0hB4 
[1186] SELL,umhaEY4lil,ZIM,139.76 
[1187] BUY,kul4JJSoHc,NIO,358.13 
[1188] DISPLAY_SUMMARY,xFrzsBbeiS 
[1189] SET_SELL_TRIGGER,BqhMWgFe1n,NIO,174.17 
[1190] BUY,jzi5Fg2GGS,AAL,233.40 
[1191] QUOTE,w69hSQMdyy,NIO 
[1192] BUY,xFrzsBbeiS,FPH,137.09 
[1193] BUY,ojovZ9YLZM,AME,349.28 
[1194] CANCEL_SELL,BqhMWgFe1n 
[1195] COMMIT_BUY,xFrzsBbeiS 
[1196] SET_SELL_AMOUNT,ojovZ9YLZM,RRC,212.36 
[1197] BUY,CqOb5G0hB4,XOM,249.30 
[1198] CANCEL_SELL,jzi5Fg2GGS 
[1199] SET_SELL_TRIGGER,ojovZ9YLZM,RRC,164.53 
[1200] COMMIT_SELL,umhaEY4lil 
[1201] SET_BUY_TRIGGER,LwNQpkd8mr,AMD,122.53 
[1202] COMMIT_BUY,xFrzsBbeiS 
[1203] ADD,jzi5Fg2GGS,84378.45 
[1204] CANCEL_SELL,sYJRWa0Mih 
[1205] BUY,LwNQpkd8mr,IPI,292.10 
[1206] COMMIT_BUY,CqOb5G0hB4 
[1207] CANCEL_BUY,BqhMWgFe1n 
[1208] ADD,CqOb5G0hB4,45181.78 
[1209] COMMIT_BUY,LwNQpkd8mr 
[1210] SELL,BqhMWgFe1n,DIS,492.22 
[1211] QUOTE,sYJRWa0Mih,IPI 
[1212] CANCEL_SELL,umhaEY4lil 
[1213] BUY,jzi5Fg2GGS,CNR,667.41 
[1214] DISPLAY_SUMMARY,LwNQpkd8mr 
[1215] BUY,umhaEY4lil,DDS,249.08 
[1216] COMMIT_BUY,umhaEY4lil 
[1217] COMMIT_BUY,xFrzsBbeiS 
[1218] COMMIT_BUY,jzi5Fg2GGS 
[1219] CANCEL_SET_BUY,kul4JJSoHc,UAN 
[1220] QUOTE,CqOb5G0hB4,VET 
[1221] BUY,CqOb5G0hB4,BTU,247.40 
[1222] CANCEL_BUY,ojovZ9YLZM 
[1223] SET_SELL_TRIGGER,LwNQpkd8mr,BTU,150.49 
[1224] BUY,w69hSQMdyy,AAL,264.92 
[1225] SET_BUY_AMOUNT,jzi5Fg2GGS,DIS,732.19 
[1226] ADD,kul4JJSoHc,55144.06 
[1227] SET_BUY_TRIGGER,umhaEY4lil,CNQ,61.69 
[1228] COMMIT_SELL,BqhMWgFe1n 
[1229] CANCEL_BUY,umhaEY4lil 
[1230] CANCEL_SET_SELL,w69hSQMdyy,HCC 
[1231] SET_BUY_TRIGGER,umhaEY4lil,BRD,120.68 
[1232] COMMIT_BUY,CqOb5G0hB4 
[1233] DISPLAY_SUMMARY,CqOb5G0hB4 
[1234] COMMIT_BUY,w69hSQMdyy 
[1235] QUOTE,sYJRWa0Mih,AAL 
[1236] DISPLAY_SUMMARY,umhaEY4lil 
[1237] DISPLAY_SUMMARY,CqOb5G0hB4 
[1238] SET_BUY_TRIGGER,jzi5Fg2GGS,LAC,63.40 
[1239] CANCEL_SELL,LwNQpkd8mr 
[1240] SET_SELL_TRIGGER,umhaEY4lil,DDS,12.74 
[1241] QUOTE,kul4JJSoHc,CPG 
[1242] DISPLAY_SUMMARY,ojovZ9YLZM 
[1243] COMMIT_BUY,CqOb5G0hB4 
[1244] COMMIT_BUY,LwNQpkd8mr 
[1245] SELL,xFrzsBbeiS,SLI,351.56 
[1246] DISPLAY_SUMMARY,BqhMWgFe1n 
[1247] BUY,CqOb5G0hB4,RRC,405.69 
[1248] DISPLAY_SUMMARY,LwNQpkd8mr 
[1249] BUY,ojovZ9YLZM,OXY,373.04 
[1250] QUOTE,xFrzsBbeiS,BTU 
[1251] ADD,umhaEY4lil,80278.54 
[1252] CANCEL_SET_SELL,kul4JJSoHc,HBB 
[1253] CANCEL_BUY,LwNQpkd8mr 
[1254] COMMIT_BUY,jzi5Fg2GGS 
[1255] SET_BUY_AMOUNT,ojovZ9YLZM,AMD,69.16 
[1256] SET_SELL_AMOUNT,CqOb5G0hB4,AAL,344.35 
[1257] SET_SELL_AMOUNT,xFrzsBbeiS,DIS,674.96 
[1258] ADD,w69hSQMdyy,55376.95 
[1259] SET_SELL_TRIGGER,CqOb5G0hB4,AAL,194.96 
[1260] SELL,xFrzsBbeiS,SLI,514.58 
[1261] CANCEL_SET_SELL,sYJRWa0Mih,AC 
[1262] COMMIT_SELL,xFrzsBbeiS 
[1263] CANCEL_SET_BUY,ojovZ9YLZM,BNS 
[1264] SELL,LwNQpkd8mr,DVN,549.38 
[1265] DISPLAY_SUMMARY,LwNQpkd8mr 
[1266] CANCEL_SET_SELL,umhaEY4lil,RRC 
[1267] CANCEL_BUY,ojovZ9YLZM 
[1268] BUY,w69hSQMdyy,AR,241.27 
[1269] BUY,CqOb5G0hB4,ENB,302.79 
[1270] ADD,sYJRWa0Mih,60899.12 
[1271] CANCEL_SET_SELL,jzi5Fg2GGS,BRD 
[1272] DISPLAY_SUMMARY,kul4JJSoHc 
[1273] COMMIT_SELL,BqhMWgFe1n 
[1274] CANCEL_SELL,LwNQpkd8mr 
[1275] QUOTE,CqOb5G0hB4,DVN 
[1276] DISPLAY_SUMMARY,xFrzsBbeiS 
[1277] CANCEL_BUY,BqhMWgFe1n 
[1278] SET_SELL_AMOUNT,LwNQpkd8mr,RRC,556.09 
[1279] CANCEL_SET_BUY,xFrzsBbeiS,UAN 
[1280] CANCEL_SELL,jzi5Fg2GGS 
[1281] SET_SELL_TRIGGER,LwNQpkd8mr,RRC,157.17 
[1282] SET_SELL_TRIGGER,LwNQpkd8mr,AME,118.98 
[1283] ADD,BqhMWgFe1n,80301.91 
[1284] SELL,kul4JJSoHc,CLF,595.46 
[1285] COMMIT_SELL,kul4JJSoHc 
[1286] BUY,jzi5Fg2GGS,HPK,29.37 
[1287] QUOTE,ojovZ9YLZM,AMD 
[1288] COMMIT_BUY,w69hSQMdyy 
[1289] SET_SELL_TRIGGER,ojovZ9YLZM,RY,20.58 
[1290] QUOTE,BqhMWgFe1n,HBB 
[1291] BUY,sYJRWa0Mih,HCC,419.47 
[1292] CANCEL_SELL,ojovZ9YLZM 
[1293] COMMIT_BUY,jzi5Fg2GGS 
[1294] BUY,kul4JJSoHc,HPK,621.22 
[1295] SET_BUY_AMOUNT,BqhMWgFe1n,CLF,435.65 
[1296] BUY,xFrzsBbeiS,PDS,429.88 
[1297] SET_BUY_AMOUNT,w69hSQMdyy,SLI,95.81 
[1298] SET_BUY_TRIGGER,BqhMWgFe1n,BMO,425.02 
[1299] DISPLAY_SUMMARY,ojovZ9YLZM 
[1300] BUY,CqOb5G0hB4,BNS,29.04 
[1301] CANCEL_BUY,CqOb5G0hB4 
[1302] QUOTE,kul4JJSoHc,RRC 
[1303] QUOTE,xFrzsBbeiS,RY 
[1304] SELL,jzi5Fg2GGS,DVN,700.33 
[1305] SET_SELL_AMOUNT,kul4JJSoHc,CLF,118.18 
[1306] SET_BUY_TRIGGER,w69hSQMdyy,MVO,71.73 
[1307] CANCEL_SET_SELL,umhaEY4lil,CNR 
[1308] CANCEL_SET_BUY,CqOb5G0hB4,AAT 
[1309] SET_BUY_AMOUNT,xFrzsBbeiS,DIS,562.67 
[1310] SET_SELL_TRIGGER,BqhMWgFe1n,ABB,19.33 
[1311] BUY,CqOb5G0hB4,BTO,128.31 
[1312] QUOTE,w69hSQMdyy,DDS 
[1313] COMMIT_SELL,jzi5Fg2GGS 
[1314] COMMIT_BUY,CqOb5G0hB4 
[1315] CANCEL_BUY,jzi5Fg2GGS 
[1316] CANCEL_SET_SELL,LwNQpkd8mr,XOM 
[1317] SET_BUY_TRIGGER,xFrzsBbeiS,CNR,376.16 
[1318] SELL,ojovZ9YLZM,NRT,651.86 
[1319] SELL,umhaEY4lil,SLI,399.50 
[1320] COMMIT_BUY,sYJRWa0Mih 
[1321] BUY,BqhMWgFe1n,BRD,15.05 
[1322] SET_BUY_AMOUNT,LwNQpkd8mr,AAL,453.56 
[1323] SET_SELL_TRIGGER,kul4JJSoHc,CLF,22.72 
[1324] BUY,umhaEY4lil,SLI,588.63 
[1325] COMMIT_SELL,CqOb5G0hB4 
[1326] BUY,jzi5Fg2GGS,AR,711.82 
[1327] BUY,w69hSQMdyy,HCC,725.04 
[1328] COMMIT_BUY,jzi5Fg2GGS 
[1329] SET_BUY_TRIGGER,kul4JJSoHc,CPG,142.29 
[1330] ADD,BqhMWgFe1n,70300.73 
[1331] CANCEL_SET_BUY,LwNQpkd8mr,CPG 
[1332] COMMIT_BUY,w69hSQMdyy 
[1333] QUOTE,jzi5Fg2GGS,SU 
[1334] DISPLAY_SUMMARY,CqOb5G0hB4 
[1335] SET_BUY_AMOUNT,kul4JJSoHc,DIS,290.64 
[1336] CANCEL_SET_BUY,ojovZ9YLZM,INO 
[1337] BUY,jzi5Fg2GGS,NRT,356.56 
[1338] BUY,LwNQpkd8mr,SU,293.13 
[1339] COMMIT_BUY,umhaEY4lil 
[1340] DISPLAY_SUMMARY,xFrzsBbeiS 
[1341] COMMIT_BUY,LwNQpkd8mr 
[1342] SET_BUY_TRIGGER,kul4JJSoHc,HPK,163.96 
[1343] SELL,sYJRWa0Mih,ZIM,656.01 
[1344] COMMIT_BUY,jzi5Fg2GGS 
[1345] BUY,BqhMWgFe1n,CVE,461.32 
[1346] COMMIT_BUY,kul4JJSoHc 
[1347] BUY,kul4JJSoHc,INO,263.53 
[1348] BUY,xFrzsBbeiS,NIO,596.79 
[1349] SELL,CqOb5G0hB4,AAL,654.49 
[1350] BUY,CqOb5G0hB4,AC,552.88 
[1351] SELL,CqOb5G0hB4,AAL,71.27 
[1352] SET_BUY_TRIGGER,BqhMWgFe1n,CNR,44.71 
[1353] CANCEL_SET_BUY,kul4JJSoHc,VET 
[1354] CANCEL_SET_SELL,BqhMWgFe1n,CNQ 
[1355] CANCEL_BUY,BqhMWgFe1n 
[1356] CANCEL_BUY,ojovZ9YLZM 
[1357] COMMIT_SELL,CqOb5G0hB4 
[1358] CANCEL_SET_SELL,CqOb5G0hB4,TRP 
[1359] SELL,kul4JJSoHc,DIS,147.87 
[1360] CANCEL_SET_BUY,xFrzsBbeiS,CVE 
[1361] CANCEL_SELL,sYJRWa0Mih 
[1362] CANCEL_BUY,CqOb5G0hB4 
[1363] SELL,LwNQpkd8mr,SLI,643.12 
[1364] QUOTE,umhaEY4lil,HCC 
[1365] DISPLAY_SUMMARY,BqhMWgFe1n 
[1366] DISPLAY_SUMMARY,sYJRWa0Mih 
[1367] SELL,CqOb5G0hB4,AAL,738.33 
[1368] SELL,sYJRWa0Mih,SLI,44.42 
[1369] COMMIT_SELL,sYJRWa0Mih 
[1370] CANCEL_SET_SELL,ojovZ9YLZM,BRD 
[1371] BUY,BqhMWgFe1n,AMR,263.00 
[1372] COMMIT_SELL,jzi5Fg2GGS 
[1373] QUOTE,kul4JJSoHc,CPG 
[1374] CANCEL_BUY,BqhMWgFe1n 
[1375] SET_SELL_AMOUNT,w69hSQMdyy,NIO,551.55 
[1376] COMMIT_SELL,umhaEY4lil 
[1377] CANCEL_SELL,xFrzsBbeiS 
[1378] CANCEL_SET_SELL,kul4JJSoHc,CVE 
[1379] QUOTE,kul4JJSoHc,QQQ 
[1380] BUY,umhaEY4lil,HCC,710.02 
[1381] ADD,ojovZ9YLZM,85957.01 
[1382] QUOTE,umhaEY4lil,DDS 
[1383] ADD,xFrzsBbeiS,49884.25 
[1384] BUY,umhaEY4lil,CLF,676.51 
[1385] BUY,ojovZ9YLZM,MVO,239.00 
[1386] CANCEL_BUY,umhaEY4lil 
[1387] COMMIT_SELL,jzi5Fg2GGS 
[1388] SET_SELL_TRIGGER,w69hSQMdyy,NIO,320.83 
[1389] SET_SELL_AMOUNT,w69hSQMdyy,NIO,631.49 
[1390] BUY,w69hSQMdyy,AAL,673.12 
[1391] SELL,BqhMWgFe1n,AAL,117.03 
[1392] SET_SELL_TRIGGER,sYJRWa0Mih,BMO,139.52 
[1393] COMMIT_BUY,w69hSQMdyy 
[1394] CANCEL_SET_BUY,w69hSQMdyy,NIO 
[1395] BUY,sYJRWa0Mih,BMO,303.70 
[1396] COMMIT_SELL,CqOb5G0hB4 
[1397] BUY,xFrzsBbeiS,AR,60.50 
[1398] ADD,CqOb5G0hB4,77192.66 
[1399] SET_BUY_AMOUNT,ojovZ9YLZM,CLF,66.80 
[1400] CANCEL_SET_BUY,ojovZ9YLZM,HBB 
[1401] CANCEL_SET_BUY,BqhMWgFe1n,FPH 
[1402] SET_BUY_AMOUNT,jzi5Fg2GGS,ZIM,684.91 
[1403] CANCEL_SET_BUY,w69hSQMdyy,BNS 
[1404] CANCEL_SET_BUY,LwNQpkd8mr,ALK 
[1405] CANCEL_SET_BUY,w69hSQMdyy,QQQ 
[1406] QUOTE,ojovZ9YLZM,CVE 
[1407] ADD,BqhMWgFe1n,45490.39 
[1408] COMMIT_SELL,xFrzsBbeiS 
[1409] SET_BUY_TRIGGER,jzi5Fg2GGS,FPH,290.02 
[1410] DISPLAY_SUMMARY,kul4JJSoHc 
[1411] SET_SELL_AMOUNT,w69hSQMdyy,RRC,605.54 
[1412] QUOTE,CqOb5G0hB4,SLI 
[1413] ADD,umhaEY4lil,48360.02 
[1414] DISPLAY_SUMMARY,CqOb5G0hB4 
[1415] DISPLAY_SUMMARY,xFrzsBbeiS 
[1416] DISPLAY_SUMMARY,jzi5Fg2GGS 
[1417] SET_SELL_AMOUNT,jzi5Fg2GGS,AMR,721.19 
[1418] SET_SELL_TRIGGER,sYJRWa0Mih,VET,101.86 
[1419] SELL,jzi5Fg2GGS,DIS,214.74 
[1420] DISPLAY_SUMMARY,LwNQpkd8mr 
[1421] BUY,ojovZ9YLZM,ZIM,589.88 
[1422] QUOTE,umhaEY4lil,CVE 
[1423] QUOTE,BqhMWgFe1n,HPK 
[1424] COMMIT_SELL,kul4JJSoHc 
[1425] SET_SELL_AMOUNT,BqhMWgFe1n,RRC,118.31 
[1426] SET_SELL_TRIGGER,w69hSQMdyy,RRC,591.17 
[1427] SELL,LwNQpkd8mr,NRT,15.51 
[1428] COMMIT_BUY,xFrzsBbeiS 
[1429] COMMIT_SELL,LwNQpkd8mr 
[1430] ADD,xFrzsBbeiS,74406.72 
[1431] QUOTE,sYJRWa0Mih,ENB 
[1432] CANCEL_BUY,LwNQpkd8mr 
[1433] BUY,w69hSQMdyy,AMR,631.16 
[1434] DISPLAY_SUMMARY,CqOb5G0hB4 
[1435] SELL,kul4JJSoHc,CLF,11.11 
[1436] CANCEL_SELL,kul4JJSoHc 
[1437] COMMIT_BUY,ojovZ9YLZM 
[1438] BUY,xFrzsBbeiS,ZIM,2.12 
[1439] COMMIT_BUY,xFrzsBbeiS 
[1440] SELL,ojovZ9YLZM,CLF,547.70 
[1441] CANCEL_SET_SELL,xFrzsBbeiS,DIS 
[1442] SET_SELL_TRIGGER,umhaEY4lil,AMD,165.71 
[1443] COMMIT_SELL,ojovZ9YLZM 
[1444] BUY,ojovZ9YLZM,SU,660.32 
[1445] QUOTE,LwNQpkd8mr,BRD 
[1446] ADD,LwNQpkd8mr,67894.54 
[1447] COMMIT_SELL,jzi5Fg2GGS 
[1448] BUY,LwNQpkd8mr,AC,237.25 
[1449] CANCEL_SELL,CqOb5G0hB4 
[1450] CANCEL_SET_BUY,LwNQpkd8mr,AME 
[1451] DISPLAY_SUMMARY,xFrzsBbeiS 
[1452] DISPLAY_SUMMARY,LwNQpkd8mr 
[1453] QUOTE,xFrzsBbeiS,TD 
[1454] SET_SELL_TRIGGER,BqhMWgFe1n,RRC,45.64 
[1455] CANCEL_BUY,kul4JJSoHc 
[1456] CANCEL_SET_SELL,CqOb5G0hB4,RRC 
[1457] DISPLAY_SUMMARY,umhaEY4lil 
[1458] CANCEL_SET_SELL,umhaEY4lil,IPI 
[1459] ADD,umhaEY4lil,53044.89 
[1460] CANCEL_SET_SELL,BqhMWgFe1n,BNS 
[1461] COMMIT_SELL,ojovZ9YLZM 
[1462] CANCEL_SET_SELL,BqhMWgFe1n,LXU 
[1463] BUY,LwNQpkd8mr,TD,642.17 
[1464] BUY,xFrzsBbeiS,CNQ,583.23 
[1465] QUOTE,CqOb5G0hB4,HBB 
[1466] COMMIT_BUY,w69hSQMdyy 
[1467] SET_BUY_TRIGGER,xFrzsBbeiS,ALK,148.39 
[1468] QUOTE,w69hSQMdyy,PFE 
[1469] QUOTE,w69hSQMdyy,ZIM 
[1470] COMMIT_BUY,LwNQpkd8mr 
[1471] BUY,umhaEY4lil,TRP,729.59 
[1472] BUY,jzi5Fg2GGS,GME,166.56 
[1473] CANCEL_SELL,sYJRWa0Mih 
[1474] BUY,BqhMWgFe1n,GME,170.22 
[1475] COMMIT_BUY,sYJRWa0Mih 
[1476] COMMIT_BUY,jzi5Fg2GGS 
[1477] BUY,w69hSQMdyy,ABB,489.86 
[1478] SELL,sYJRWa0Mih,NRT,348.93 
[1479] DISPLAY_SUMMARY,BqhMWgFe1n 
[1480] DISPLAY_SUMMARY,ojovZ9YLZM 
[1481] BUY,jzi5Fg2GGS,MVO,290.15 
[1482] QUOTE,kul4JJSoHc,HPK 
[1483] ADD,CqOb5G0hB4,65611.93 
[1484] BUY,ojovZ9YLZM,ZIM,149.95 
[1485] CANCEL_BUY,w69hSQMdyy 
[1486] COMMIT_BUY,kul4JJSoHc 
